brand,category,condition,size,sample_size,avg_price,median_price,min_price,max_price,avg_days_listed,avg_days_to_disappear
h&m mama,brand_hm,very good,m,5,6.4,4.0,3.0,17.0,1.4,4.4
topshop,womens_jeans,very good,xs,5,8.4,9.99,4.0,12.0,7.2,6
palace,brand_palace,new with tags,m,5,87.8,79.0,70.0,110.0,2.6,6.9
tu,womens_dresses,new with tags,m,5,11.7,10.0,4.5,22.0,10.8,4.0
shein,womens_tops_and_tshirts,very good,xxl,5,2.2,2.0,1.0,3.0,9.6,6
new look,womens_skorts,very good,xs,5,4.0,2.0,2.0,10.0,5,9.9
river island,jumpers_and_sweaters,very good,s,5,4.8,4.0,2.0,10.0,1.8,5.7
white fox,womens_tops_and_tshirts,new with tags,xs,5,13.6,10.0,8.0,25.0,5.2,5.3
in the style,womens_dresses,very good,m,5,8.6,3.0,2.0,30.0,8.2,6.5
edikted,womens_tops_and_tshirts,new with tags,s,5,15.6,16.0,10.0,19.0,9.6,4.3
nike,brand_nike_tracksuit,very good,1-3 months,5,6.4,5.0,3.0,10.0,2.8,4.6
next,womens_dresses,good,xl,5,5.8,4.0,2.0,15.0,2.4,6.6
asos,tops_and_tshirts,very good,m,5,4.0,3.0,2.5,7.5,2.8,6.7
ralph lauren,brand_ralph_lauren_shirt,very good,10 years,5,5.6,5.0,3.0,10.0,7.6,5.3
hugo boss,shoes,very good,8,5,22.6,10.0,8.0,45.0,4.4,4
george,shorts,very good,w44,5,2.4,2.0,2.0,4.0,8,3.8
george at asda,womens_dresses,very good,xl,5,4.0,4.0,3.0,5.0,5.4,6
next,womens_jeans,very good,other,5,6.5,4.0,3.0,12.0,3.8,4.7
army,outerwear,very good,l,5,13.0,10.0,5.0,25.0,1.8,4.5
dorothy perkins,womens_jeans,very good,m,5,2.4,2.0,1.0,5.0,3,4.3
french connection,womens_outerwear,very good,s,5,10.1,11.0,5.0,13.0,3.6,5.7
nike,brand_nike,good,5 years,5,3.9,4.0,3.5,4.5,3,4.9
nike,brand_nike_hoodie,new with tags,xxl,5,21.38,22.45,16.0,29.0,0.6,5.4
adidas,brand_adidas,good,9 years,5,5.4,3.0,3.0,10.0,3.6,5.2
killstar,womens_tops_and_tshirts,very good,s,5,8.8,8.5,8.0,10.0,2.4,1.5
zara,womens_jumpers_and_sweaters,very good,xl,5,8.2,8.0,2.0,15.0,3.2,3.4
adidas,brand_adidas,very good,w36,5,7.0,7.0,5.0,10.0,12.2,8.3
unknown,womens_tops_and_tshirts,new without tags,xs,5,2.6,3.0,1.0,3.0,4.2,5.5
next,mens_jeans,very good,w38,5,4.0,4.0,4.0,4.0,16,7.8
new look,womens_jumpers_and_sweaters,good,l,5,2.5,2.5,2.0,3.0,9.4,5.1
shein,womens_jeans,very good,other,5,3.2,3.0,1.0,5.0,9.4,9
sweaty betty,womens_jumpers_and_sweaters,very good,s,5,18.2,15.0,6.0,30.0,8.4,3.6
hollister,womens_jumpers_and_sweaters,new without tags,s,5,13.1,7.0,4.0,25.0,2,4.3
oliver bonas,womens_jumpers_and_sweaters,very good,l,5,21.8,25.0,4.0,45.0,3,3.4
jane norman,womens_jumpers_and_sweaters,very good,s,5,11.4,10.0,9.0,15.0,0.2,5.8
mango,womens_jumpers_and_sweaters,very good,m,5,5.9,6.5,2.0,10.0,6.2,5.1
h&m,womens_dresses,new without tags,m,5,3.2,3.0,2.0,4.0,9.2,5.9
marks & spencer,shorts,very good,w44,5,5.2,5.0,3.0,10.0,6.8,8.2
primark,womens_jumpers_and_sweaters,good,xs,5,2.9,3.0,1.5,5.0,7.2,5.6
roman,womens_dresses,very good,s,5,6.0,6.0,3.0,10.0,4.6,2.1
boden,womens_dresses,very good,l,5,18.6,12.0,5.0,50.0,6.4,6.1
nike air,brand_nike_air_max_95,good,7.5,5,28.0,29.0,15.0,40.0,7.6,9.1
asos,womens_dresses,new with tags,m,5,15.7,12.5,6.0,35.0,4.2,5.7
coast,womens_dresses,new with tags,m,5,23.0,15.0,11.0,55.0,8.6,4.1
& other stories,womens_dresses,very good,xs,5,18.8,15.0,8.0,36.0,10,6.1
very,womens_dresses,new with tags,m,5,7.4,4.0,4.0,15.0,6.2,8.7
h&m divided,womens_dresses,very good,m,5,3.2,4.0,1.0,4.0,4.4,4.1
club l london,womens_dresses,very good,s,5,41.0,40.0,30.0,55.0,10.4,4.9
shein curve,womens_dresses,new without tags,xl,5,3.8,4.0,2.0,6.0,1.6,5.6
h&m divided,womens_jeans,very good,m,5,3.6,4.0,3.0,4.0,2,5.4
nike,brand_nike,new with tags,8.5,5,43.4,36.0,22.0,65.0,4.2,4.6
unknown,womens_skorts,very good,xs,5,4.17,4.83,3.0,5.0,5,6.6
calvin klein jeans,womens_jeans,very good,m,5,9.02,8.0,4.0,16.0,9.4,5.3
prettylittlething,womens_jeans,very good,l,5,3.4,4.0,2.0,5.0,0.8,5.2
abercrombie & fitch,womens_jeans,very good,s,5,10.2,10.0,6.0,15.0,3.8,3.3
new look,womens_jeans,very good,other,5,5.4,4.5,1.0,10.0,4,3.9
crew clothing company,womens_jeans,very good,m,5,5.0,4.0,4.0,8.0,2.8,5.4
papaya,womens_jeans,very good,l,5,4.0,4.0,2.0,5.0,3,5.4
motel rocks,womens_jeans,very good,m,5,15.2,16.0,10.0,20.0,0.8,4.4
marks & spencer,jumpers_and_sweaters,new with tags,m,5,10.0,10.0,10.0,10.0,1.2,5.0
topshop,womens_jeans,very good,l,5,2.9,3.0,2.0,3.5,2.2,6.2
papaya,womens_tops_and_tshirts,very good,xl,5,1.4,1.5,1.0,2.0,3.8,5.8
marks & spencer,womens_outerwear,very good,one size,5,6.8,6.0,3.0,12.0,2.4,4.5
trespass,womens_outerwear,very good,s,5,13.2,12.0,4.0,20.0,9.8,5
new look,womens_outerwear,new without tags,l,5,10.29,8.0,4.44,18.0,7.4,5.2
river island,womens_outerwear,new without tags,s,5,17.6,15.0,5.0,38.0,0.2,2.9
regatta,womens_outerwear,very good,other,5,16.2,10.0,3.0,30.0,1.4,3.8
new look,womens_skorts,new with tags,m,5,6.2,5.0,2.0,10.0,5.2,4
boohoo,womens_skorts,new with tags,s,5,3.8,2.5,2.0,10.0,5.4,6.4
the north face,womens_outerwear,new without tags,m,5,90.0,25.0,10.0,225.0,6.8,4
palace,brand_palace_shirt,satisfactory,s,5,8.7,7.0,4.0,15.99,11.4,13
george,womens_outerwear,new with tags,xl,5,10.8,10.0,10.0,12.0,5.2,4.3
prettylittlething,womens_outerwear,new with tags,s,5,15.5,15.0,7.0,27.5,3.8,4.8
unknown,brand_palace,satisfactory,unknown,5,23.89,20.0,15.0,35.0,3.8,8.5
adidas,brand_adidas,very good,13 child | eu 32,5,10.4,8.0,3.0,25.0,2,6.1
next,womens_tops_and_tshirts,new with tags,s,5,8.6,5.0,3.0,16.0,5,5.3
shein,womens_tops_and_tshirts,good,xs,5,1.9,2.0,1.0,3.0,9.6,6.0
boohoo,womens_tops_and_tshirts,new without tags,s,5,2.8,3.0,1.0,5.0,2,4.4
asos design,womens_tops_and_tshirts,new without tags,m,5,3.0,3.0,2.0,4.0,3.8,4.6
brandy melville,womens_tops_and_tshirts,very good,xs,5,6.8,6.0,5.0,9.0,6.8,5.2
primark,womens_dresses,new with tags,xl,5,2.8,2.0,2.0,6.0,6.8,6.5
french connection,womens_tops_and_tshirts,very good,m,5,5.4,4.0,4.0,9.0,1,4.7
river island,womens_tops_and_tshirts,new with tags,m,5,6.4,5.0,2.0,15.0,1.8,4.7
asos,womens_tops_and_tshirts,new without tags,s,5,4.6,3.0,2.0,10.0,3,4.0
ego,womens_tops_and_tshirts,new with tags,s,5,10.0,8.0,6.0,20.0,2.8,4.6
nike,mens_shoes,very good,7,5,24.9,25.0,10.0,40.0,15.8,7.8
under armour,mens_activewear,very good,l,5,13.8,18.0,3.0,18.0,15.6,7.5
easy,shorts,very good,w34,5,2.2,2.0,1.5,3.0,6.4,4.2
missguided,womens_tops_and_tshirts,very good,s,5,2.5,3.0,1.5,3.0,4.4,4.4
unknown,brand_nike,satisfactory,unknown,5,4.6,4.0,3.0,9.0,6.4,5.2
next,jumpers_and_sweaters,very good,xxl,5,3.0,3.0,2.0,4.0,4.2,5.5
diesel,jeans,very good,w33,5,14.1,13.5,9.99,20.0,3.6,5.1
next,shorts,good,w32,5,2.6,3.0,1.5,3.0,6.6,7.5
debenhams,womens_dresses,very good,l,5,6.4,4.0,4.0,12.0,3.4,5.6
palace,brand_palace_hoodie,very good,xxl,5,81.03,70.0,35.16,130.0,9,9.6
palace,brand_palace_hoodie,new without tags,xl,5,121.0,120.0,70.0,190.0,8,9.2
palace,brand_palace_hoodie,new with tags,s,5,139.0,150.0,105.0,170.0,10.6,6.4
nike,brand_nike_air_max_95,very good,6 baby | eu 23,5,17.0,18.0,10.0,25.0,1,6
nike,brand_nike_air_max_95,satisfactory,8.5,5,23.89,19.99,10.0,50.0,4.8,6.4
pull & bear,womens_tops_and_tshirts,new without tags,xs,5,7.0,3.0,3.0,20.0,10,5.4
true religion,womens_jeans,very good,xs,5,19.0,22.0,5.0,26.0,9.2,5.7
superdry,jeans,very good,w32,5,6.4,6.0,4.0,8.0,0.4,6
adidas,mens_trousers,very good,s,5,17.0,6.0,3.0,66.0,15.2,8.8
nike,brand_nike_air_max_95,very good,10 child | eu 28,5,24.6,25.0,15.0,35.0,6.2,5.5
disney,brand_palace,very good,one size,5,9.4,10.0,5.5,15.5,6.8,8.1
adidas,brand_adidas,very good,3.5,5,21.4,25.0,9.0,28.0,7.2,3.9
shein curve,womens_dresses,very good,other,5,4.2,3.49,2.99,6.5,1.2,6.3
marks & spencer,trousers,new with tags,w42,5,8.55,8.0,3.75,13.0,2.6,4.5
h&m,brand_hm,good,6 years,5,3.5,3.0,3.0,4.5,4,6.6
regatta,mens_tops_and_tshirts,new with tags,s,5,6.0,6.0,6.0,6.0,16,10
puma,shoes,new with tags,9,5,32.2,30.0,18.0,53.0,1.8,4.6
tommy hilfiger,womens_jeans,very good,m,5,10.4,12.0,5.0,13.0,8.4,5.4
shein,womens_jumpers_and_sweaters,good,s,5,2.5,2.0,1.5,4.0,5.4,5.8
adidas,brand_adidas_shoes,new with tags,9 child | eu 27,5,18.1,15.0,12.5,27.0,1.6,5.1
adidas,brand_adidas_shoes,new without tags,4 baby | eu 21,5,14.0,10.0,10.0,25.0,3.4,4.6
adidas,brand_adidas_shoes,new with tags,7 child | eu 24,5,16.4,13.0,10.0,26.0,0.8,4.7
carhartt,brand_carhartt,satisfactory,l,5,14.39,10.0,7.0,30.0,2,5.1
free people,womens_dresses,very good,s,5,15.0,13.0,10.0,25.0,6.2,5.6
boohooman,tops_and_tshirts,very good,m,5,1.8,2.0,1.5,2.0,5.4,5.5
unknown,brand_carhartt,new with tags,unknown,5,40.53,38.99,18.68,65.0,5.8,6.0
carhartt wip,brand_carhartt,very good,w30,5,21.58,24.99,12.0,25.0,9,6.8
nike,tops_and_tshirts,good,l,5,4.6,4.0,2.0,10.0,7.4,5.5
cedar wood state,shorts,very good,w34,5,2.3,2.0,1.5,3.0,7.4,5.7
levi's,brand_levis,very good,w42,5,13.79,12.0,12.0,17.95,4.4,4.7
levi's,brand_levis,new with tags,xxs,5,21.4,20.0,18.0,26.0,7.4,4.7
polo ralph lauren,brand_polo_ralph_lauren,new with tags,xl,5,28.59,30.0,8.0,59.0,5.2,4.1
jordan,shoes,good,11,5,19.6,15.0,8.0,40.0,3.8,6
new balance,shoes,good,7.5,5,22.5,25.0,7.5,35.0,4.4,2.4
true religion,tops_and_tshirts,very good,m,5,10.2,7.5,4.0,22.0,2,3.1
ralph lauren,brand_ralph_lauren_shirt,very good,12 years,5,14.4,15.0,7.0,20.0,3.6,5.0
other,trousers,very good,w36,5,15.79,15.99,5.0,25.99,9.8,11
polo ralph lauren,brand_ralph_lauren_shirt,very good,8 years,5,6.2,6.0,4.0,8.98,4.4,5.9
ralph lauren,brand_ralph_lauren_polo_shirt,satisfactory,m,5,4.8,5.0,4.0,5.0,10.4,3.9
polo ralph lauren,brand_ralph_lauren_shirt,very good,3 years,5,7.1,6.5,3.0,12.0,2.8,5
adidas originals,brand_adidas_shoes,very good,8,5,26.2,20.0,10.0,50.0,3.6,4.5
lauren ralph lauren,brand_ralph_lauren_shirt,satisfactory,l,5,8.4,8.0,7.0,9.99,2.4,6.8
ralph lauren,brand_ralph_lauren_shirt,very good,17.5 in | 43 cm,5,13.8,9.0,8.0,32.0,5.2,5.1
tommy hilfiger,womens_jeans,very good,s,5,18.6,15.0,13.0,30.0,12,6.1
jordan,jumpers_and_sweaters,very good,m,5,9.62,5.0,5.0,25.0,8.2,4.8
calvin klein,outerwear,very good,m,5,16.6,10.0,10.0,40.0,2.6,5.7
marks & spencer,jeans,new without tags,w34,5,9.4,7.0,5.0,15.0,6.2,5.4
asics,shoes,very good,10.5,5,38.8,40.0,22.0,59.99,2,4.7
next,tops_and_tshirts,good,l,5,3.3,3.0,1.5,6.0,3,6.4
diesel,tops_and_tshirts,very good,m,5,9.41,10.0,5.0,16.06,5.6,5.2
karen millen,womens_dresses,very good,m,5,16.2,13.0,8.0,35.0,4,4.6
roman,womens_dresses,very good,xl,5,5.8,3.0,3.0,15.0,4.4,5.9
simply be,womens_jeans,very good,xl,5,3.2,3.0,2.0,5.0,3.4,5.2
nike,brand_nike,new without tags,8,5,37.8,36.99,7.0,70.0,3.6,4.5
nike,brand_nike_hoodie,very good,14 years,5,4.2,4.0,3.0,7.0,1.6,6.4
nike air,brand_nike_t_shirt,very good,xl,5,9.2,6.0,3.0,19.0,3.6,4.2
new balance,activewear,new with tags,l,5,10.2,10.0,7.0,14.0,2.2,5.8
puma,jumpers_and_sweaters,very good,s,5,6.5,4.0,2.0,15.0,4,6.7
nike,brand_nike_hoodie,good,3 years,5,4.37,5.0,3.0,5.37,3,6.1
montirex,brand_nike,very good,s,5,33.59,29.99,29.99,39.99,2.4,4.7
nike,shoes,new without tags,8.5,5,39.0,49.99,15.0,60.0,1.2,5.8
champion,activewear,very good,l,5,29.59,9.99,6.0,99.99,3.6,6
tu,womens_jeans,new with tags,m,5,6.3,8.0,2.5,8.0,2,4.5
ralph lauren,brand_ralph_lauren_hoodie,new without tags,xl,5,28.0,30.0,10.0,40.0,6.4,8.9
nike,brand_nike,satisfactory,xl,5,4.2,3.0,3.0,8.0,4,6.3
marks & spencer,womens_outerwear,new without tags,l,5,9.8,10.0,4.0,18.0,4.4,4.7
next,womens_dresses,new without tags,s,5,4.05,4.0,3.0,5.0,3.4,5.3
juicy couture,womens_jumpers_and_sweaters,very good,xs,5,11.1,10.0,5.5,17.0,3.8,3.9
carhartt,brand_carhartt_jacket,very good,12-18 months,5,22.73,18.7,14.96,35.0,6.6,6.9
adidas,brand_adidas_shoes,new with tags,12 child | eu 31,5,16.68,18.0,10.0,20.0,1.2,4.8
stradivarius,womens_tops_and_tshirts,very good,l,5,3.6,3.0,2.0,7.0,5.6,5.6
& other stories,womens_dresses,very good,m,5,12.4,12.0,5.0,20.0,3.4,7.2
marks & spencer,trousers,good,w34,5,4.0,5.0,2.0,6.0,1.4,6.2
whistles,womens_jumpers_and_sweaters,very good,s,5,11.1,12.0,7.5,12.0,9.8,3.5
shein,womens_skorts,new with tags,m,5,3.11,3.0,2.53,4.0,7.8,7
ariat,womens_jeans,very good,m,5,21.55,15.0,10.73,36.0,3,6.9
supreme,brand_supreme_t_shirt,new with tags,m,5,34.0,25.0,20.0,50.0,7.6,8.7
levi's,tops_and_tshirts,very good,xl,5,6.72,8.58,2.0,10.0,1,4.6
asos design,jumpers_and_sweaters,very good,l,5,6.7,5.0,3.5,15.0,4.6,5.6
boohoo,womens_skorts,very good,l,5,2.4,2.0,2.0,3.0,3,6.1
debenhams,womens_dresses,very good,m,5,4.0,4.0,3.0,5.0,5.6,5.3
castore,activewear,very good,xxl,5,12.4,14.0,8.0,15.0,3.4,3.7
puma,activewear,new without tags,l,5,24.0,12.0,3.0,80.0,3.8,5.9
allsaints,jumpers_and_sweaters,very good,xl,5,11.4,10.0,8.0,15.0,5.2,7.6
dorothy perkins,womens_outerwear,very good,xl,5,7.6,8.0,3.0,12.0,2,4.5
french chore jacket mens small vintage workwear canvas shirt,outerwear,good,s,5,31.6,24.5,24.5,45.0,3.8,5.8
french chore jacket mens medium vintage workwear canvas shirt,outerwear,good,m,5,27.9,26.5,24.5,34.5,3.8,4.4
levi's,jeans,good,w40,5,9.0,8.0,8.0,10.99,5.6,8.5
asics,outerwear,very good,l,5,35.4,25.0,13.0,89.99,1.6,4.7
nike,brand_nike_air_max_95,very good,11 child | eu 29,5,23.8,25.0,15.0,35.0,2.6,8.9
george,shorts,very good,w32,5,2.1,2.0,1.5,3.0,5.8,4.2
yves saint laurent,tops_and_tshirts,very good,l,5,30.69,29.99,27.99,34.99,6,4.6
pull & bear,womens_dresses,very good,xs,5,7.0,7.0,2.0,15.0,6,6.9
river island,womens_jumpers_and_sweaters,new with tags,m,5,19.4,15.0,14.0,30.0,4.2,5.3
calvin klein,womens_dresses,very good,s,5,8.0,4.0,4.0,20.0,4,5.7
allsaints,womens_outerwear,very good,m,5,56.6,45.0,38.0,110.0,3.8,3.6
yves saint laurent,outerwear,good,m,5,65.0,65.0,65.0,65.0,3,
tommy hilfiger,outerwear,very good,s,5,25.8,18.0,18.0,45.0,4,6.4
ralph lauren,outerwear,very good,l,5,47.0,40.0,30.0,69.99,6.2,5.6
barbour,outerwear,good,l,5,50.6,50.0,10.0,100.0,3.6,4.8
h&m,brand_hm,new without tags,other,5,5.8,4.0,4.0,10.0,1.2,4.7
nike,brand_nike_t_shirt,very good,14 years,5,5.4,5.0,3.0,10.99,7,5.3
ralph lauren,tops_and_tshirts,very good,xs,5,13.39,10.0,4.0,29.95,3.6,5
calvin klein,tops_and_tshirts,very good,m,5,5.0,5.0,4.0,5.99,7.6,5.1
asos design,jumpers_and_sweaters,very good,m,5,3.2,3.0,2.0,5.0,6,5.2
polo ralph lauren,brand_ralph_lauren_shirt,very good,4 years,5,5.3,5.0,3.0,7.5,4.6,6.5
palace,brand_palace,new without tags,xl,5,43.99,49.95,20.0,74.99,6.8,6.6
george,womens_jumpers_and_sweaters,very good,xxl,5,4.4,3.0,2.0,12.0,7.2,5.8
nike,shorts,good,m,5,5.4,6.0,3.0,7.01,4.4,5.9
champion,activewear,very good,xl,5,12.99,9.99,9.99,25.0,2.2,4.8
tu,womens_dresses,new without tags,l,5,4.6,4.0,2.0,10.0,8,4.9
umbro,activewear,very good,s,5,27.6,14.0,12.0,55.0,5.8,3.9
topman,tops_and_tshirts,very good,s,5,2.9,2.0,1.5,6.0,3,6.6
marks & spencer,tops_and_tshirts,new with tags,xl,5,10.6,10.0,8.0,14.0,1.6,5
prettylittlething,womens_dresses,good,s,5,3.0,3.0,2.0,4.0,8.2,5.6
nike air,brand_nike_air_max_95,good,3 junior | eu 36,5,13.9,12.0,10.0,25.0,8.6,10.8
joe browns,womens_outerwear,very good,m,5,21.9,23.0,10.0,32.5,5.6,6.2
french chore jacket mens medium blue vintage workwear canvas shirt,outerwear,good,m,5,28.1,26.5,22.5,39.5,10.4,8.2
boutique,womens_dresses,very good,s,5,15.0,15.0,15.0,15.0,15.8,5.6
nike,brand_nike,very good,8 child | eu 25,5,10.0,10.0,6.0,15.0,2.4,5.0
adidas,brand_adidas_shoes,good,3.5,5,7.7,7.5,5.0,12.0,2.2,6.0
bhs,womens_jumpers_and_sweaters,very good,l,5,4.4,4.0,4.0,4.99,6.6,8
nike,brand_nike_air_max_95,new without tags,8,5,52.6,60.0,18.0,80.0,4.2,5.9
allsaints,jeans,very good,w32,5,9.0,10.0,3.0,15.0,6.4,4.1
pull & bear,jumpers_and_sweaters,very good,l,5,7.0,5.0,2.0,17.0,1.4,5.8
shein,womens_jumpers_and_sweaters,new without tags,m,5,4.2,4.0,2.0,8.0,0.4,4.3
carhartt,brand_carhartt,very good,8 years,5,16.18,10.73,9.99,30.0,6.2,4.4
nike,brand_nike,new with tags,9.5,5,42.8,40.0,30.0,55.0,4.2,3.5
polo ralph lauren,brand_ralph_lauren_hoodie,good,6 years,5,5.4,4.0,3.0,12.0,6.4,7.2
polo ralph lauren,brand_polo_ralph_lauren,satisfactory,xl,5,7.0,6.0,3.99,10.0,4,5.7
adidas,brand_adidas_shoes,satisfactory,10,5,7.8,6.0,5.0,15.0,3.4,5.4
nike,mens_outerwear,very good,xl,5,12.8,10.0,6.0,23.0,15.2,8.3
marks & spencer,trousers,new with tags,w36,5,12.4,12.0,5.0,21.0,0,4.1
tommy hilfiger,womens_skorts,very good,l,5,6.19,5.0,3.0,14.95,13,6
adidas,jumpers_and_sweaters,very good,xxl,5,9.8,10.0,3.0,18.0,0,4.9
asos design,womens_dresses,new with tags,s,5,7.2,8.0,3.0,12.0,2.6,4.8
ralph lauren,brand_ralph_lauren_shirt,new without tags,5 years,5,9.0,8.0,6.0,15.0,5.4,5.8
charles tyrwhitt,tops_and_tshirts,very good,15.5 in | 39 cm,5,4.6,5.0,4.0,5.0,2.2,3.5
hollister,womens_jeans,good,s,5,9.1,7.5,4.0,20.0,1,5
asos,womens_skorts,new without tags,m,5,6.5,5.0,3.0,15.5,6.6,7.3
palace,brand_palace,very good,w30,5,53.0,40.0,20.0,125.0,7,8.6
jasper conran,womens_outerwear,very good,m,5,13.2,15.0,4.0,22.0,6,6.4
bershka,womens_skorts,very good,xs,5,5.1,4.0,3.0,11.0,3.4,6.7
trailberg,brand_nike_tracksuit,very good,s,5,71.99,74.99,64.99,74.99,3.6,6.4
adidas,brand_adidas,new without tags,xxl,5,17.81,10.0,6.0,35.0,0.6,5
m&co,womens_jeans,very good,m,5,4.26,5.0,2.0,6.5,3,5
unknown,womens_dresses,new without tags,one size,5,15.4,15.0,6.0,22.0,7.2,4.5
levi's,brand_levis,good,w42,5,10.5,7.5,6.0,19.99,1.4,7.3
bershka,brand_bershka,new without tags,xl,5,14.4,12.0,7.0,25.0,6.8,5.8
coast,womens_tops_and_tshirts,very good,s,5,12.4,8.0,5.0,30.0,4.2,3.5
lacoste,jumpers_and_sweaters,very good,xxl,5,15.6,12.5,7.0,25.0,2,5
allsaints,jeans,very good,w30,5,8.95,8.0,5.0,15.0,5,7.8
adidas,brand_adidas,very good,3 baby | eu 19,5,7.2,8.0,3.0,10.0,0.6,5.1
unknown,womens_jeans,new without tags,s,5,9.6,5.0,5.0,25.0,3.6,6.1
levi's,mens_shorts,very good,w36,5,12.8,12.0,12.0,15.0,15.6,10.3
primark,womens_jumpers_and_sweaters,very good,other,5,1.7,2.0,1.0,2.0,6.2,9.5
montirex,outerwear,good,s,5,8.2,8.0,5.0,10.0,3.2,6.1
hollister,womens_tops_and_tshirts,new with tags,s,5,7.2,5.0,5.0,15.0,1.2,4.9
new balance,shoes,very good,11.5,5,37.4,33.0,21.0,59.0,2.6,2.8
nike,brand_nike_tech_fleece_trousers,satisfactory,xl,5,6.2,5.0,4.0,10.0,5.8,7
polo ralph lauren,brand_polo_ralph_lauren,new with tags,10 years,5,17.4,15.0,9.0,30.0,5.6,5.7
autograph,womens_dresses,very good,l,5,4.6,4.0,2.0,8.0,4.8,1.8
boohoo,womens_skorts,new with tags,l,5,2.9,3.0,2.0,3.5,4.8,4.7
next,womens_jeans,very good,xs,5,5.3,5.0,3.0,9.0,5,5.4
crocs,shoes,good,10,5,13.0,10.0,1.0,35.0,0,2.5
st michael,womens_jumpers_and_sweaters,very good,m,5,21.4,22.0,18.0,25.0,2,5
adidas,brand_adidas_shoes,new with tags,11.5,5,33.1,32.5,25.0,45.0,4.4,6.6
prettylittlething,womens_tops_and_tshirts,new with tags,m,5,4.6,3.0,2.0,8.0,2.8,4.1
nike,brand_nike_air_max_95,satisfactory,8,5,22.2,19.0,7.0,55.0,2.4,6.9
crew clothing company,outerwear,very good,l,5,11.2,8.0,6.0,25.0,2.6,4.1
dickies,outerwear,very good,xxl,5,21.0,20.0,10.0,37.0,0.6,3.5
white stuff,womens_jumpers_and_sweaters,very good,s,5,11.0,8.99,5.0,20.0,4.6,5.0
george,womens_jeans,new with tags,l,5,7.4,7.0,3.0,11.0,0.6,5.8
disney,womens_jumpers_and_sweaters,very good,l,5,5.2,5.0,3.0,10.0,10.2,2.5
under armour,shorts,very good,w40,5,8.0,8.0,8.0,8.0,0,4.8
asos,womens_dresses,new without tags,m,5,5.8,5.0,3.0,10.0,6,4.9
levi's,brand_levis,new with tags,w29,5,28.2,26.0,18.0,40.0,7.4,5.2
next,mens_jeans,very good,w32,5,5.6,4.0,2.0,15.0,15.4,6.3
brandy melville,womens_skorts,very good,s,5,11.7,13.5,5.0,15.0,5,3
shein,womens_tops_and_tshirts,new with tags,m,5,1.95,1.0,1.0,3.75,7.8,4.5
nike air,brand_nike_air_max_95,satisfactory,9,5,12.4,12.0,5.0,20.0,5.2,9.8
asos design,womens_jumpers_and_sweaters,new without tags,m,5,8.9,6.5,3.0,14.99,7.2,6.9
tu,shorts,very good,l,5,2.5,1.5,1.0,6.0,3.6,2
converse,shoes,very good,8,5,13.0,13.0,8.0,19.0,5.2,6.9
urban outfitters,womens_jumpers_and_sweaters,very good,l,5,9.4,8.0,6.0,17.0,5.2,5.6
new look,womens_outerwear,good,l,5,5.4,5.0,3.0,10.0,3.2,6.7
adidas,mens_activewear,very good,xl,5,7.53,6.0,5.0,14.65,15.4,7
next,tops_and_tshirts,very good,16 in | 40 cm,5,2.8,3.0,2.0,4.0,1,2.7
lauren ralph lauren,brand_ralph_lauren_hoodie,very good,l,5,27.4,24.99,17.0,40.0,2.6,4.8
asos,shorts,very good,w34,5,3.2,3.0,2.0,4.0,3,3.8
source unknown,womens_skorts,very good,s,5,2.2,2.0,1.0,3.0,11.4,7.8
berghaus,activewear,very good,xxl,5,24.4,25.0,20.0,30.0,2,2.1
castore,activewear,very good,s,5,11.1,9.0,7.0,20.0,3.6,5.1
source unknown,womens_outerwear,very good,one size,5,5.87,5.36,3.0,9.99,3.6,5.9
free people,womens_jumpers_and_sweaters,very good,xs,5,23.6,25.0,10.0,36.0,3,8.8
broken planet,jumpers_and_sweaters,very good,m,5,32.8,35.0,15.0,45.0,5.4,3.8
lauren ralph lauren,brand_ralph_lauren_shirt,very good,l,5,14.6,15.0,12.0,18.0,2,3.8
john lewis,tops_and_tshirts,very good,m,5,4.4,4.0,2.0,8.0,1.2,2
the hundreds,brand_supreme_shirt,very good,s,5,22.0,22.0,18.0,25.0,5.6,
marks & spencer,tops_and_tshirts,very good,xxxl,5,2.8,3.0,2.0,4.0,2.8,4.6
levi's,mens_jeans,very good,w38,5,24.79,20.0,5.0,44.99,15.4,8.9
carhartt,tops_and_tshirts,very good,xl,5,11.6,10.0,10.0,18.0,0,5.6
brave soul,womens_dresses,very good,m,5,5.0,3.0,3.0,10.0,7.4,4
lacoste,jumpers_and_sweaters,good,m,5,21.0,24.0,7.0,30.0,6.8,6
f&f,womens_dresses,new with tags,s,5,11.2,10.0,5.0,20.0,2,7.1
the north face,mens_activewear,very good,m,5,48.1,59.0,6.5,59.0,15,12
vans,shoes,new without tags,9,5,24.0,12.0,11.5,70.0,3,4.6
supreme,brand_supreme_t_shirt,satisfactory,l,5,15.58,15.0,10.0,20.92,5.4,9.9
under armour,mens_activewear,very good,xl,5,20.4,18.0,6.0,40.0,15.8,8.6
barbour,womens_outerwear,good,s,5,32.09,24.99,2.5,54.99,2.2,5.7
denim co,shorts,new without tags,w34,5,3.5,4.0,2.0,4.5,0,4.9
puma,shoes,new without tags,9,5,36.6,28.0,10.0,79.99,1.8,6.4
& other stories,womens_jumpers_and_sweaters,very good,xs,5,34.5,35.0,10.0,65.0,3.2,3.3
source unknown,womens_dresses,new without tags,l,5,4.6,3.99,2.0,10.0,2.6,3.3
